date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
2008-05-16,Wankhede Stadium,1,,Kolkata Knight Riders,0,0,4,1,0,0,,,,,,,6,5,0,0,6,0,0,1,0,0,,,,,,7,7,0,0,1,1,0,2,0,0,,,,,,7,4,2,0,1,0,1,1,0,1,1,,,,,8,5,0,0,0,0,0,0,1,,,,,,,6,1,1,0,4,0,0,0,1,0,,,,,,7,5,0
2008-05-16,Wankhede Stadium,2,67,Mumbai Indians,4,1,1,0,0,0,0,,,,,,7,6,1,4,1,1,4,1,4,0,,,,,,7,15,0,1,4,6,2,4,6,,,,,,,6,23,0,0,0,4,0,0,0,,,,,,,6,4,1,1,1,1,1,1,0,0,0,,,,,8,5,0,4,0,7,4,,,,,,,,,4,15,0
2008-05-17,Sawai Mansingh Stadium,1,,Rajasthan Royals,0,1,1,1,1,0,6,,,,,,7,10,0,0,0,0,4,4,0,0,,,,,,7,8,0,1,1,0,2,4,4,,,,,,,6,12,0,0,0,1,0,1,1,1,,,,,,7,4,0,0,4,0,0,4,1,,,,,,,6,9,0,0,2,0,4,1,1,,,,,,,6,8,0
2008-05-17,Sawai Mansingh Stadium,2,197,Royal Challengers Bangalore,0,0,0,0,0,1,,,,,,,6,1,1,1,0,0,1,1,0,,,,,,,6,3,1,1,0,0,0,0,1,0,0,,,,,8,2,1,4,0,0,1,4,0,,,,,,,6,9,0,0,0,0,1,1,0,1,,,,,,7,3,0,1,0,0,0,0,4,,,,,,,6,5,0
2008-05-17,Feroz Shah Kotla,1,,Delhi Daredevils,0,1,2,0,0,0,1,6,0,,,,9,10,0,0,0,4,0,0,0,,,,,,,6,4,0,2,1,4,0,1,2,,,,,,,6,10,0,0,4,0,4,0,1,,,,,,,6,9,0,0,2,2,1,2,2,4,,,,,,7,13,0,1,4,1,6,6,4,,,,,,,6,22,0
2008-05-17,Feroz Shah Kotla,2,118,Kings XI Punjab,1,0,1,0,0,1,,,,,,,6,3,0,0,1,1,4,6,0,0,,,,,,7,12,1,1,1,1,6,6,0,,,,,,,6,15,1,0,1,0,1,1,1,,,,,,,6,4,1,4,1,4,4,1,6,2,,,,,,7,22,0,2,6,1,6,1,1,,,,,,,6,17,0
2008-05-18,Eden Gardens,1,,Kolkata Knight Riders,0,1,0,1,2,1,0,,,,,,7,5,0,1,0,0,0,0,4,,,,,,,6,5,0,4,0,0,0,1,1,,,,,,,6,6,1,0,1,0,0,2,0,,,,,,,6,3,0,4,4,0,0,1,0,,,,,,,6,9,1,4,1,0,0,1,1,,,,,,,6,7,0
2008-05-18,Eden Gardens,2,149,Chennai Super Kings,1,1,0,0,0,0,1,2,,,,,8,5,0,0,0,4,1,4,4,,,,,,,6,13,0,0,1,4,0,0,4,,,,,,,6,9,0,1,0,0,1,0,1,,,,,,,6,3,0,0,0,1,4,1,0,,,,,,,6,6,0,1,4,0,1,1,0,,,,,,,6,7,0
2008-05-18,"Rajiv Gandhi International Stadium, Uppal",1,,Mumbai Indians,4,1,0,0,0,6,0,,,,,,7,11,0,1,4,4,6,0,4,,,,,,,6,19,0,1,0,4,4,0,0,,,,,,,6,9,1,0,0,0,4,1,0,,,,,,,6,5,0,1,0,0,1,1,1,,,,,,,6,4,0,0,0,1,4,4,0,,,,,,,6,9,0
2008-05-18,"Rajiv Gandhi International Stadium, Uppal",2,178,Deccan Chargers,0,0,0,4,0,1,,,,,,,6,5,0,1,1,0,0,1,4,0,,,,,,7,7,1,0,1,0,1,0,4,,,,,,,6,6,0,0,0,1,1,0,0,,,,,,,6,2,0,0,0,0,0,1,1,1,,,,,,7,3,2,0,1,4,0,0,0,4,,,,,,7,9,0
2008-05-19,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,0,0,1,0,0,,,,,,,6,1,0,1,0,5,4,1,1,1,6,0,,,,9,19,0,1,0,0,1,0,0,,,,,,,6,2,0,2,0,4,0,0,1,,,,,,,6,7,0,1,1,0,0,0,0,4,,,,,,7,6,1,0,0,2,0,4,0,,,,,,,6,6,0
2008-05-19,M Chinnaswamy Stadium,2,154,Delhi Daredevils,4,1,0,1,0,4,,,,,,,6,10,0,1,4,0,2,0,5,1,,,,,,7,13,0,0,0,0,0,4,4,,,,,,,6,8,0,1,1,4,4,0,4,,,,,,,6,14,0,4,1,1,4,1,4,,,,,,,6,15,0,1,4,1,1,0,4,,,,,,,6,11,0
2008-05-20,Eden Gardens,1,,Kolkata Knight Riders,2,4,0,0,1,0,0,,,,,,7,7,0,0,0,0,0,0,0,,,,,,,6,0,1,0,4,0,1,0,0,0,,,,,,7,5,0,0,0,0,0,1,1,,,,,,,6,2,0,0,4,4,1,0,1,,,,,,,6,10,0,1,0,1,1,1,4,,,,,,,6,8,0
2008-05-20,Eden Gardens,2,147,Rajasthan Royals,0,2,0,0,4,0,,,,,,,6,6,0,1,4,0,1,4,0,,,,,,,6,10,1,0,1,0,1,0,1,,,,,,,6,3,0,4,0,1,1,0,1,,,,,,,6,7,0,0,4,1,4,6,1,,,,,,,6,16,0,0,0,0,0,0,0,,,,,,,6,0,2
2008-05-21,"MA Chidambaram Stadium, Chepauk",1,,Royal Challengers Bangalore,0,1,0,0,1,4,,,,,,,6,6,0,0,1,0,0,0,0,,,,,,,6,1,1,0,0,0,0,4,0,,,,,,,6,4,0,1,0,0,1,1,2,,,,,,,6,5,0,0,4,0,1,1,0,,,,,,,6,6,0,0,0,0,0,1,0,,,,,,,6,1,1
2008-05-21,"MA Chidambaram Stadium, Chepauk",2,126,Chennai Super Kings,0,1,0,4,0,0,0,,,,,,7,5,0,0,0,0,0,0,2,,,,,,,6,2,0,2,4,5,5,4,0,0,0,,,,,8,20,0,0,0,4,6,3,0,,,,,,,6,13,0,0,0,1,0,0,1,,,,,,,6,2,0,0,1,0,1,0,0,,,,,,,6,2,0
2008-05-21,Wankhede Stadium,1,,Kings XI Punjab,0,1,0,0,0,2,,,,,,,6,3,1,4,0,0,1,0,0,,,,,,,6,5,0,0,0,0,0,1,0,,,,,,,6,1,0,0,1,0,6,0,4,,,,,,,6,11,0,0,1,4,1,2,2,,,,,,,6,10,0,1,1,1,4,0,6,,,,,,,6,13,0
2008-05-21,Wankhede Stadium,2,189,Mumbai Indians,1,5,1,0,2,0,1,0,0,,,,9,10,0,6,1,2,4,6,1,4,,,,,,7,24,0,1,1,0,0,0,0,,,,,,,6,2,1,1,2,0,0,1,0,,,,,,,6,4,0,0,4,6,4,2,0,,,,,,,6,16,0,4,0,0,4,0,4,,,,,,,6,12,0
2008-05-23,"Punjab Cricket Association Stadium, Mohali",1,,Deccan Chargers,0,4,1,0,0,0,,,,,,,6,5,0,1,1,4,0,1,1,,,,,,,6,8,0,0,0,0,4,4,4,,,,,,,6,12,0,0,1,1,0,4,4,,,,,,,6,10,0,1,0,0,1,1,1,,,,,,,6,4,0,0,0,1,1,0,1,0,,,,,,7,3,0
2008-05-23,"Punjab Cricket Association Stadium, Mohali",2,175,Kings XI Punjab,0,1,1,2,4,6,,,,,,,6,14,0,0,3,2,0,4,0,,,,,,,6,9,0,0,4,2,6,0,0,,,,,,,6,12,0,6,1,0,4,4,0,,,,,,,6,15,0,0,1,1,1,6,4,,,,,,,6,13,0,1,4,4,1,1,0,,,,,,,6,11,0
2008-05-24,"MA Chidambaram Stadium, Chepauk",1,,Rajasthan Royals,1,0,1,6,4,0,0,,,,,,7,12,0,0,1,1,1,0,0,,,,,,,6,3,0,1,4,1,4,0,0,,,,,,,6,10,0,4,0,6,1,2,1,,,,,,,6,14,0,4,4,0,1,4,0,,,,,,,6,13,0,4,2,0,4,1,4,,,,,,,6,15,0
2008-05-24,"MA Chidambaram Stadium, Chepauk",2,211,Chennai Super Kings,0,4,0,1,0,1,0,,,,,,7,6,0,1,6,0,1,1,0,,,,,,,6,9,1,4,0,4,6,1,4,,,,,,,6,19,0,0,4,1,1,0,0,,,,,,,6,6,0,1,4,4,0,0,6,,,,,,,6,15,0,0,0,4,6,0,0,,,,,,,6,10,0
2008-05-24,Feroz Shah Kotla,1,,Mumbai Indians,0,0,0,1,0,4,,,,,,,6,5,0,1,1,1,4,0,4,0,,,,,,7,11,0,4,0,1,4,0,0,,,,,,,6,9,0,0,4,1,6,4,0,,,,,,,6,15,0,0,0,1,0,1,1,,,,,,,6,3,0,1,0,6,6,4,0,,,,,,,6,17,0
2008-05-24,Feroz Shah Kotla,2,176,Delhi Daredevils,1,0,4,4,6,4,,,,,,,6,19,0,1,0,4,0,1,4,,,,,,,6,10,1,0,0,0,0,0,6,,,,,,,6,6,0,1,0,0,1,1,0,,,,,,,6,3,0,4,6,1,1,0,0,,,,,,,6,12,1,0,1,0,1,4,0,,,,,,,6,6,0
2008-05-25,Eden Gardens,1,,Kings XI Punjab,0,2,1,0,1,0,1,,,,,,7,5,0,0,4,1,1,5,4,1,,,,,,7,16,0,1,0,0,0,1,1,,,,,,,6,3,0,0,1,0,0,1,0,1,,,,,,7,3,1,4,1,0,0,1,4,,,,,,,6,10,0,4,0,0,4,1,1,0,,,,,,7,10,0
2008-05-25,Eden Gardens,2,174,Kolkata Knight Riders,1,1,0,0,4,4,0,,,,,,7,10,0,0,4,0,0,0,1,,,,,,,6,5,0,0,0,4,0,4,1,,,,,,,6,9,0,0,1,0,1,4,4,,,,,,,6,10,0,0,6,0,0,0,1,4,,,,,,7,11,0,0,0,0,1,1,4,,,,,,,6,6,2
2008-05-25,"Rajiv Gandhi International Stadium, Uppal",1,,Deccan Chargers,1,0,5,1,0,1,0,,,,,,7,8,0,1,0,1,2,4,0,1,,,,,,7,9,0,1,0,0,0,1,0,,,,,,,6,2,0,0,0,1,0,1,1,,,,,,,6,3,0,0,1,1,4,4,1,1,,,,,,7,12,0,1,1,1,0,0,4,,,,,,,6,7,0
2008-05-25,"Rajiv Gandhi International Stadium, Uppal",2,165,Royal Challengers Bangalore,0,0,0,4,4,2,,,,,,,6,10,0,1,1,0,0,0,4,,,,,,,6,6,0,0,4,0,0,4,0,,,,,,,6,8,1,0,4,1,0,0,1,,,,,,,6,6,0,0,1,0,0,1,4,,,,,,,6,6,0,1,1,0,1,4,0,,,,,,,6,7,0
2008-05-26,Sawai Mansingh Stadium,1,,Mumbai Indians,0,0,0,0,1,0,1,,,,,,7,2,0,1,0,2,1,0,0,0,,,,,,7,4,0,1,0,1,1,4,2,,,,,,,6,9,0,0,1,0,0,0,0,,,,,,,6,1,0,3,4,2,0,2,1,0,,,,,,7,12,0,0,0,0,0,0,1,,,,,,,6,1,0
2008-05-26,Sawai Mansingh Stadium,2,145,Rajasthan Royals,0,0,0,0,0,1,,,,,,,6,1,0,4,0,4,0,0,0,,,,,,,6,8,0,1,0,1,1,4,4,,,,,,,6,11,0,0,0,1,0,1,0,1,,,,,,7,3,1,1,0,1,1,4,2,0,,,,,,7,9,0,0,1,1,0,0,1,1,,,,,,7,4,1
2008-05-27,"Rajiv Gandhi International Stadium, Uppal",1,,Deccan Chargers,0,1,0,0,0,0,,,,,,,6,1,0,0,1,0,0,4,1,,,,,,,6,6,0,4,0,0,1,1,0,,,,,,,6,6,1,0,2,0,0,0,0,,,,,,,6,2,1,0,0,1,1,1,0,,,,,,,6,3,0,1,0,2,4,0,1,,,,,,,6,8,0
2008-05-27,"Rajiv Gandhi International Stadium, Uppal",2,147,Chennai Super Kings,1,1,0,4,1,1,4,0,,,,,8,12,0,4,0,0,1,0,1,,,,,,,6,6,0,0,0,0,0,4,0,,,,,,,6,4,0,4,0,0,1,4,4,0,,,,,,7,13,1,0,4,0,0,0,1,1,,,,,,7,6,0,0,1,1,1,0,0,,,,,,,6,3,0
2008-05-28,"Punjab Cricket Association Stadium, Mohali",1,,Kings XI Punjab,0,1,0,0,4,0,,,,,,,6,5,0,0,0,4,0,0,4,,,,,,,6,8,0,4,1,1,0,6,0,0,,,,,,7,12,0,1,4,4,0,1,0,,,,,,,6,10,0,1,0,0,4,0,1,,,,,,,6,6,0,1,0,4,4,1,0,,,,,,,6,10,0
2008-05-28,"Punjab Cricket Association Stadium, Mohali",2,221,Rajasthan Royals,0,1,0,0,4,0,,,,,,,6,5,0,0,0,0,1,1,1,,,,,,,6,3,1,0,0,0,1,0,1,,,,,,,6,2,0,4,4,1,4,0,4,1,,,,,,7,18,0,0,0,0,1,0,0,,,,,,,6,1,1,0,4,0,4,0,1,,,,,,,6,9,0
2008-05-28,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,1,1,3,0,0,1,,,,,,,6,6,0,2,0,2,0,1,0,,,,,,,6,5,0,4,0,1,0,1,1,,,,,,,6,7,0,1,0,0,4,0,4,,,,,,,6,9,0,0,1,4,0,1,1,,,,,,,6,7,0,1,0,0,0,1,0,,,,,,,6,2,2
2008-05-28,M Chinnaswamy Stadium,2,122,Mumbai Indians,2,4,1,1,1,0,,,,,,,6,9,0,0,1,0,0,0,0,0,,,,,,7,1,0,0,0,0,0,1,6,,,,,,,6,7,0,0,1,0,1,1,1,1,,,,,,7,5,0,1,0,0,4,2,1,5,1,,,,,8,14,0,0,1,0,0,1,1,,,,,,,6,3,0
2008-05-30,Wankhede Stadium,1,,Rajasthan Royals,0,1,0,0,0,0,0,,,,,,7,1,0,1,0,0,4,1,1,,,,,,,6,7,0,0,2,4,1,0,0,,,,,,,6,7,0,4,2,0,4,0,4,,,,,,,6,14,0,2,0,4,4,4,0,,,,,,,6,14,0,4,0,6,0,4,1,,,,,,,6,15,0
2008-05-30,Wankhede Stadium,2,192,Delhi Daredevils,1,1,2,1,1,1,1,,,,,,7,8,0,1,1,0,1,0,1,1,,,,,,7,5,1,1,1,0,1,1,1,4,,,,,,7,9,0,1,0,0,0,0,0,,,,,,,6,1,1,0,0,0,0,1,0,,,,,,,6,1,0,0,0,0,4,0,0,,,,,,,6,4,1
2008-05-31,Wankhede Stadium,1,,Kings XI Punjab,4,0,1,0,2,0,,,,,,,6,7,0,1,0,0,0,3,0,,,,,,,6,4,1,0,0,1,2,0,1,1,,,,,,7,5,1,6,1,1,4,0,0,,,,,,,6,12,0,0,0,0,0,1,1,,,,,,,6,2,1,0,0,0,4,0,1,,,,,,,6,5,1
2008-05-31,Wankhede Stadium,2,112,Chennai Super Kings,0,1,1,1,4,0,,,,,,,6,7,0,4,1,0,1,0,1,0,,,,,,7,7,0,0,0,0,1,0,1,0,,,,,,7,2,1,0,0,1,0,4,4,,,,,,,6,9,0,4,0,0,1,0,0,,,,,,,6,5,0,0,4,0,1,0,0,,,,,,,6,5,0
2008-06-01,Dr DY Patil Sports Academy,1,,Chennai Super Kings,0,1,0,0,0,4,1,,,,,,7,6,0,0,1,0,1,0,4,,,,,,,6,6,0,0,1,1,1,1,0,,,,,,,6,4,0,1,0,4,0,2,6,,,,,,,6,13,0,1,1,4,0,2,2,,,,,,,6,10,0,0,0,0,1,1,1,,,,,,,6,3,1
2008-06-01,Dr DY Patil Sports Academy,2,163,Rajasthan Royals,0,0,0,1,1,0,,,,,,,6,2,0,0,2,4,1,1,4,,,,,,,6,12,0,0,0,0,1,4,0,,,,,,,6,5,0,0,1,2,4,1,0,,,,,,,6,8,1,0,4,1,0,4,0,,,,,,,6,9,0,2,1,1,0,0,1,,,,,,,6,5,0
2009-04-18,Newlands,1,,Mumbai Indians,1,0,0,1,0,1,,,,,,,6,3,0,1,0,1,4,1,0,,,,,,,6,7,0,1,4,0,1,0,4,,,,,,,6,10,0,1,0,4,1,0,1,,,,,,,6,7,0,1,0,4,1,0,2,,,,,,,6,8,0,0,4,0,0,0,1,,,,,,,6,5,1
2009-04-18,Newlands,2,165,Chennai Super Kings,0,0,0,0,0,2,,,,,,,6,2,1,1,0,4,1,4,4,,,,,,,6,14,0,1,0,0,1,0,0,,,,,,,6,2,1,0,0,0,1,0,0,,,,,,,6,1,0,0,0,4,0,1,6,3,,,,,,7,14,0,4,1,0,0,1,1,0,,,,,,7,7,0
2009-04-18,Newlands,1,,Royal Challengers Bangalore,0,0,0,0,4,0,,,,,,,6,4,2,0,1,1,0,1,2,,,,,,,6,5,0,1,2,0,0,0,0,,,,,,,6,3,0,0,0,0,1,0,1,,,,,,,6,2,0,2,0,0,1,0,0,,,,,,,6,3,1,2,4,1,4,1,0,,,,,,,6,12,0
2009-04-18,Newlands,2,133,Rajasthan Royals,0,0,1,0,1,0,0,,,,,,7,2,1,0,1,1,0,1,0,1,0,,,,,8,4,0,0,0,0,0,1,0,0,,,,,,7,1,1,0,0,1,0,1,0,0,,,,,,7,2,0,1,0,1,2,0,0,0,,,,,,7,4,0,0,0,0,1,0,0,,,,,,,6,1,0
2009-04-19,Newlands,1,,Kings XI Punjab,1,1,1,0,4,0,1,2,,,,,8,10,0,4,4,1,0,1,1,,,,,,,6,11,0,1,6,0,1,0,2,,,,,,,6,10,0,1,1,1,6,1,0,,,,,,,6,10,0,1,6,2,1,1,0,,,,,,,6,11,0,6,0,6,1,1,1,0,,,,,,7,15,1
2009-04-19,Newlands,2,104,Delhi Daredevils,0,1,0,4,0,4,0,,,,,,7,9,0,6,4,1,0,0,4,4,,,,,,7,19,0,1,1,1,6,0,4,,,,,,,6,13,0,1,1,2,1,0,0,,,,,,,6,5,0,1,2,1,1,1,6,,,,,,,6,12,0,,,,,,,,,,,,,0,0,0
2009-04-19,Newlands,1,,Kolkata Knight Riders,0,1,0,0,0,0,,,,,,,6,1,0,0,1,0,0,0,0,,,,,,,6,1,1,0,0,0,0,0,0,,,,,,,6,0,0,0,4,6,0,0,0,,,,,,,6,10,1,2,0,0,1,0,0,,,,,,,6,3,0,1,0,0,0,1,0,4,,,,,,7,6,1
2009-04-19,Newlands,2,101,Deccan Chargers,0,0,3,0,4,2,,,,,,,6,9,0,0,0,4,0,1,0,,,,,,,6,5,0,1,4,1,4,0,0,,,,,,,6,10,1,0,0,6,0,0,0,,,,,,,6,6,0,1,0,4,0,0,0,,,,,,,6,5,1,0,1,0,0,0,1,,,,,,,6,2,0
2009-04-20,St George's Park,1,,Chennai Super Kings,0,1,3,0,1,4,,,,,,,6,9,0,2,0,1,1,0,2,0,,,,,,7,6,0,4,1,0,1,1,6,,,,,,,6,13,0,0,0,6,0,1,1,,,,,,,6,8,0,4,4,4,1,1,6,,,,,,,6,20,0,2,0,1,4,4,1,,,,,,,6,12,0
2009-04-20,St George's Park,2,179,Royal Challengers Bangalore,0,0,0,0,4,1,,,,,,,6,5,1,0,0,4,4,1,0,,,,,,,6,9,0,4,0,4,1,0,1,1,,,,,,7,11,0,4,0,0,1,1,0,0,,,,,,7,6,0,1,1,4,0,1,1,1,,,,,,7,9,0,0,0,0,1,2,3,,,,,,,6,6,1
2009-04-21,Kingsmead,1,,Kings XI Punjab,1,0,0,0,0,0,,,,,,,6,1,0,0,0,0,0,4,4,,,,,,,6,8,0,0,0,4,0,1,1,,,,,,,6,6,1,1,0,4,1,0,1,,,,,,,6,7,0,1,6,0,4,2,1,,,,,,,6,14,0,1,1,0,4,0,4,,,,,,,6,10,0
2009-04-21,Kingsmead,2,158,Kolkata Knight Riders,0,0,0,1,0,1,1,,,,,,7,3,0,1,0,0,1,1,1,0,2,,,,,8,6,0,1,0,0,0,6,0,,,,,,,6,7,0,0,1,6,1,6,0,,,,,,,6,14,0,4,4,6,1,1,1,0,,,,,,7,17,0,4,6,0,2,0,1,,,,,,,6,13,1
2009-04-22,Newlands,1,,Deccan Chargers,0,4,4,4,0,0,,,,,,,6,12,0,1,4,0,4,0,6,,,,,,,6,15,0,4,1,1,0,1,1,,,,,,,6,8,0,0,4,1,6,0,1,,,,,,,6,12,1,0,0,1,0,1,0,,,,,,,6,2,0,0,6,4,1,1,1,,,,,,,6,13,0
2009-04-22,Newlands,2,184,Royal Challengers Bangalore,0,1,1,0,4,4,,,,,,,6,10,1,1,0,0,1,0,1,,,,,,,6,3,0,0,0,0,1,0,1,,,,,,,6,2,0,0,4,0,0,0,0,,,,,,,6,4,1,1,1,1,0,1,1,1,0,,,,,8,6,0,0,1,0,4,0,1,,,,,,,6,6,0
2009-04-23,Kingsmead,1,,Delhi Daredevils,0,1,0,0,0,1,,,,,,,6,2,1,4,0,1,1,0,0,,,,,,,6,6,1,0,4,1,0,1,0,,,,,,,6,6,0,0,6,1,0,6,2,,,,,,,6,15,0,4,1,0,4,4,4,,,,,,,6,17,0,1,0,4,6,1,1,,,,,,,6,13,0
2009-04-23,Kingsmead,2,189,Chennai Super Kings,0,1,2,0,4,4,,,,,,,6,11,0,4,1,2,1,1,1,0,,,,,,7,10,0,0,1,4,2,1,1,,,,,,,6,9,0,4,1,0,4,1,4,,,,,,,6,14,0,1,1,6,1,1,2,,,,,,,6,12,0,1,0,0,0,2,1,1,,,,,,7,5,1
2009-04-24,Kingsmead,1,,Royal Challengers Bangalore,0,0,4,0,0,2,,,,,,,6,6,0,0,0,0,6,2,0,,,,,,,6,8,1,4,2,0,4,4,4,,,,,,,6,18,0,4,1,0,0,1,1,0,,,,,,7,7,0,0,4,0,0,3,1,,,,,,,6,8,0,1,0,0,0,1,0,,,,,,,6,2,2
2009-04-24,Kingsmead,2,168,Kings XI Punjab,1,0,0,1,1,0,1,,,,,,7,4,0,0,1,1,0,4,2,1,1,,,,,8,10,0,1,1,1,1,0,1,,,,,,,6,5,0,2,1,1,1,4,1,,,,,,,6,10,0,5,1,1,1,0,1,1,,,,,,7,10,0,1,1,1,1,1,0,,,,,,,6,5,0
2009-04-25,Kingsmead,1,,Deccan Chargers,0,0,0,0,6,0,,,,,,,6,6,0,0,4,0,1,0,4,,,,,,,6,9,0,0,0,1,4,1,1,0,,,,,,7,7,0,1,1,4,1,0,6,1,,,,,,7,14,0,1,0,0,2,4,1,,,,,,,6,8,0,0,1,1,4,1,4,0,,,,,,7,11,0
2009-04-25,Kingsmead,2,168,Mumbai Indians,0,1,0,0,1,1,0,,,,,,7,3,0,1,0,0,0,0,0,,,,,,,6,1,1,1,0,4,0,1,0,1,1,,,,,8,8,0,2,1,1,1,0,6,,,,,,,6,11,0,4,4,6,1,0,4,,,,,,,6,19,0,0,0,2,4,1,0,0,1,,,,,8,8,0
2009-04-26,Newlands,1,,Kings XI Punjab,0,0,1,0,0,0,0,,,,,,7,1,1,0,0,0,4,1,1,,,,,,,6,6,0,4,0,1,0,0,0,,,,,,,6,5,0,0,4,0,1,0,4,,,,,,,6,9,0,0,1,1,0,0,1,0,4,,,,,8,7,1,1,1,1,1,0,0,2,0,4,,,,9,10,0
2009-04-26,Newlands,2,139,Rajasthan Royals,1,1,1,0,1,1,1,,,,,,7,6,0,1,0,1,0,1,0,0,0,,,,,8,3,2,2,0,4,0,0,0,,,,,,,6,6,0,0,0,0,4,0,4,,,,,,,6,8,0,0,4,0,0,0,0,,,,,,,6,4,2,0,0,0,1,4,0,,,,,,,6,5,0
2009-04-26,St George's Park,1,,Royal Challengers Bangalore,0,5,0,2,1,1,,,,,,,6,9,1,1,0,0,0,0,0,,,,,,,6,1,1,0,0,0,0,1,2,,,,,,,6,3,0,0,0,2,4,1,6,,,,,,,6,13,0,0,4,1,2,1,1,0,,,,,,7,9,0,1,1,4,0,2,1,1,,,,,,7,10,0
2009-04-26,St George's Park,2,149,Delhi Daredevils,1,0,1,1,6,0,,,,,,,6,9,0,0,0,1,1,0,0,2,,,,,,7,4,1,1,0,4,1,0,1,,,,,,,6,7,0,1,2,1,0,1,6,,,,,,,6,11,0,4,2,0,2,0,0,,,,,,,6,8,0,1,1,1,0,0,1,,,,,,,6,4,1
2009-04-27,St George's Park,1,,Mumbai Indians,1,0,0,3,0,0,,,,,,,6,4,0,6,0,0,1,0,4,1,,,,,,7,12,0,5,0,1,0,0,0,0,4,,,,,8,10,0,0,3,0,4,1,4,,,,,,,6,12,0,0,0,6,0,0,1,,,,,,,6,7,0,1,1,0,0,2,6,6,,,,,,7,16,0
2009-04-27,St George's Park,2,187,Kolkata Knight Riders,0,1,0,0,2,1,,,,,,,6,4,0,0,1,2,1,0,0,0,,,,,,7,4,1,6,1,1,0,1,0,0,,,,,,7,9,1,1,0,0,1,1,4,0,,,,,,7,7,0,0,0,4,6,1,4,,,,,,,6,15,0,0,0,4,4,0,0,,,,,,,6,8,0
2009-04-27,Kingsmead,1,,Chennai Super Kings,0,0,2,0,0,0,,,,,,,6,2,1,0,4,4,1,0,1,6,,,,,,7,16,0,0,4,0,4,2,0,,,,,,,6,10,0,0,1,0,1,1,2,1,4,0,,,,9,10,0,6,1,4,1,1,4,,,,,,,6,17,0,4,1,0,1,1,0,,,,,,,6,7,0
2009-04-27,Kingsmead,2,165,Deccan Chargers,0,2,4,4,1,0,,,,,,,6,11,0,1,4,0,1,6,4,4,,,,,,7,20,0,0,1,6,4,0,6,0,,,,,,7,17,0,0,1,4,6,1,0,,,,,,,6,12,0,1,0,0,1,0,4,,,,,,,6,6,0,0,0,1,0,1,1,,,,,,,6,3,1
2009-04-28,SuperSport Park,1,,Delhi Daredevils,0,1,6,0,0,0,,,,,,,6,7,0,2,1,0,0,1,4,,,,,,,6,8,0,4,1,0,1,4,0,,,,,,,6,10,2,1,0,0,0,0,1,4,,,,,,7,6,0,0,0,0,4,1,0,,,,,,,6,5,0,0,1,1,0,0,4,,,,,,,6,6,1
2009-04-28,SuperSport Park,2,143,Rajasthan Royals,0,1,0,1,4,0,0,0,,,,,8,6,0,0,0,1,0,4,0,1,,,,,,7,6,0,4,0,4,0,0,0,,,,,,,6,8,0,0,0,0,0,0,1,,,,,,,6,1,1,4,0,0,6,0,0,,,,,,,6,10,1,0,0,0,1,0,1,,,,,,,6,2,0
2009-04-29,Kingsmead,1,,Kings XI Punjab,0,1,1,1,2,0,,,,,,,6,5,0,0,0,0,1,0,0,,,,,,,6,1,0,1,1,0,1,0,1,,,,,,,6,4,0,1,1,0,6,0,0,,,,,,,6,8,1,0,0,0,1,0,0,4,,,,,,7,5,1,0,0,1,0,1,1,,,,,,,6,3,0
2009-04-29,Kingsmead,2,119,Mumbai Indians,1,0,1,0,0,1,0,,,,,,7,3,1,1,0,0,0,0,1,0,,,,,,7,2,1,1,1,0,0,1,0,,,,,,,6,3,0,3,1,0,0,0,0,,,,,,,6,4,0,0,0,0,0,1,0,0,,,,,,7,1,1,0,4,4,1,0,1,,,,,,,6,10,0
2009-04-29,Kingsmead,1,,Kolkata Knight Riders,0,1,0,1,0,1,0,,,,,,7,3,1,0,4,1,1,0,4,,,,,,,6,10,0,0,0,1,4,5,0,0,,,,,,7,10,0,0,0,6,4,0,4,,,,,,,6,14,0,0,2,0,4,0,1,,,,,,,6,7,0,0,0,1,0,0,0,,,,,,,6,1,1
2009-04-29,Kingsmead,2,139,Royal Challengers Bangalore,1,1,0,0,0,0,0,,,,,,7,2,0,1,0,0,1,4,0,1,1,,,,,8,8,0,0,0,0,3,0,4,,,,,,,6,7,0,1,4,4,1,2,1,1,1,,,,,8,15,0,0,4,0,0,4,0,,,,,,,6,8,0,1,0,0,1,0,4,,,,,,,6,6,0
